2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.191406	9.808972	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.191406	9.808972	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.144348	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.144348	0.190808	9.655848	
2.297473	0.190210	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190210	9.502722	
2.144348	0.190808	9.502722	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.144348	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.502722	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.191406	9.655848	
2.144348	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.144348	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.502722	
2.297473	0.190210	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190210	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.191406	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190210	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.037085	9.502722	
2.297473	0.037683	9.655848	
2.296875	0.190210	9.502722	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190210	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.191406	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
2.297473	0.190808	9.655848	
